User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
1827,3,Visa,Debit,4656088751958530,01/2022,257,YES,1,1827,01/2012,2012,No
1827,4,Visa,Credit,4481314542302614,05/2023,653,YES,1,1827,07/2010,2013,No
1827,5,Mastercard,Credit,5747096332409894,03/2023,145,YES,2,1827,08/2008,2011,No
1828,0,Visa,Debit (Prepaid),4938575047755879,09/2020,779,YES,1,1828,01/2020,2020,No
1828,1,Visa,Debit,4706273875998303,02/2021,662,NO,2,1828,02/2020,2020,No
1828,2,Visa,Debit,4756674643883046,10/2022,215,YES,2,1828,01/2020,2020,No
1828,3,Visa,Debit,4596537044879993,03/2021,466,YES,1,1828,01/2020,2020,No
1829,0,Mastercard,Debit,5864857498399320,03/2020,31,YES,1,1829,04/2018,2018,No
1830,0,Mastercard,Debit,5932803595236806,12/2024,567,YES,2,1830,02/2020,2020,No
1830,1,Mastercard,Credit,5768193861918367,03/2022,263,YES,2,1830,01/2020,2020,No
1831,0,Visa,Credit,4632633126868484,02/2020,343,YES,2,1831,01/2020,2020,No
1831,1,Mastercard,Credit,5608087801127195,02/2020,715,YES,2,1831,03/2011,2011,No
1832,0,Amex,Credit,367474243774504,12/2001,558,YES,1,1832,07/1998,2009,No
1832,1,Amex,Credit,375207905449012,12/2022,512,YES,2,1832,02/2020,2020,No
1832,2,Mastercard,Debit,5962520384384662,11/2022,627,YES,2,1832,08/2016,2016,No
1832,3,Mastercard,Debit,5891798640440029,07/2022,370,YES,2,1832,10/2011,2011,No
1833,0,Mastercard,Debit,5724812856736556,12/2024,821,YES,2,1833,02/2010,2010,No
1833,1,Visa,Debit,4441537373999689,02/2020,193,YES,2,1833,02/2020,2020,No
1833,2,Visa,Debit,4130215809450765,02/2020,602,YES,2,1833,01/2020,2020,No
1833,3,Discover,Credit,6308521512097419,08/2020,770,YES,2,1833,08/2012,2012,No
1834,0,Mastercard,Debit,5146038421358947,09/2021,676,YES,1,1834,11/2003,2015,No
1834,1,Mastercard,Debit,5024268943997814,04/2024,101,YES,2,1834,10/2007,2007,No
1834,2,Mastercard,Credit,5536644643614485,08/2015,627,YES,2,1834,05/2014,2014,No
1835,0,Visa,Credit,4030904159290027,04/2023,880,YES,1,1835,04/2017,2017,No
1835,1,Visa,Credit,4707721125348403,02/2024,530,YES,1,1835,08/2007,2007,No
1836,0,Visa,Credit,4585094832412488,08/2021,873,YES,1,1836,01/2020,2020,No
1837,0,Mastercard,Debit,5575263233323319,04/2020,712,YES,2,1837,04/2007,2011,No
1837,1,Visa,Debit,4381450999997195,10/2024,135,YES,2,1837,08/2017,2017,No
1837,2,Mastercard,Debit,5517928534321046,06/2022,283,YES,1,1837,04/2009,2009,No
1837,3,Discover,Credit,6340588661070812,02/2020,737,YES,1,1837,09/2010,2013,No
1837,4,Mastercard,Debit,5037612210257223,10/2021,213,YES,2,1837,10/2008,2010,No
1838,0,Visa,Debit,4997086356987452,03/2023,106,YES,2,1838,10/2013,2013,No
1838,1,Mastercard,Debit,5563288095981743,07/2023,711,YES,2,1838,06/2008,2010,No
1838,2,Mastercard,Debit,5471501151275219,01/2019,875,YES,2,1838,05/2010,2011,No
1838,3,Visa,Debit,4406180094358834,09/2020,386,YES,2,1838,01/2020,2020,No
1839,0,Mastercard,Debit,5758903151118803,12/2021,876,NO,1,1839,02/2020,2020,No
1840,0,Mastercard,Debit,5678186427083264,04/2023,765,YES,1,1840,12/2015,2015,No
1840,1,Mastercard,Debit,5259128969401805,03/2020,719,YES,1,1840,07/2003,2006,No
1840,2,Visa,Debit,4779897441663920,07/2023,172,YES,1,1840,02/2020,2020,No
1840,3,Mastercard,Credit,5462760953855576,09/2021,665,NO,2,1840,01/1998,2006,No
1840,4,Visa,Debit (Prepaid),4218945513492403,04/2020,609,YES,2,1840,05/2004,2011,No
1841,0,Visa,Debit,4529198706544196,12/2019,956,YES,1,1841,12/2012,2012,No
1841,1,Visa,Debit,4624298880024351,05/2023,695,NO,2,1841,10/2018,2018,No
1841,2,Mastercard,Credit,5781831200471526,04/2021,342,YES,1,1841,01/2006,2016,No
1841,3,Mastercard,Debit,5814657967124433,09/2021,53,YES,2,1841,02/2020,2020,No
1842,0,Visa,Debit,4428221393352281,01/2012,800,YES,2,1842,03/2010,2010,No
1842,1,Mastercard,Debit,5620777347987312,04/2019,203,YES,1,1842,02/2013,2013,No
1843,0,Visa,Debit,4052977938644536,07/2008,922,YES,2,1843,05/2008,2011,No
1844,0,Visa,Debit,4599537074421924,06/2021,352,YES,1,1844,11/2006,2006,No
1844,1,Visa,Debit (Prepaid),4735444171765440,04/2021,440,YES,1,1844,10/2017,2017,No
1844,2,Visa,Debit,4346364600707726,05/2021,819,YES,1,1844,02/2007,2007,No
1844,3,Visa,Debit,4464255837780501,09/2016,11,YES,1,1844,08/2014,2014,No
1844,4,Visa,Debit,4169528920281151,02/2020,372,YES,1,1844,07/2006,2011,No
1845,0,Mastercard,Credit,5013961450307351,03/2020,831,YES,2,1845,01/2020,2020,No
1846,0,Mastercard,Debit (Prepaid),5885996845393849,02/2023,676,YES,2,1846,12/2009,2011,No
1847,0,Visa,Debit,4607163659779577,01/2024,954,YES,1,1847,02/2007,2010,No
1847,1,Visa,Credit,4050809280792654,10/2022,906,YES,1,1847,06/2001,2010,No
1847,2,Mastercard,Debit,5242747753340318,12/2009,558,YES,2,1847,12/2009,2011,No
1848,0,Mastercard,Debit,5043650081401232,11/2017,56,YES,1,1848,05/2012,2012,No
1848,1,Visa,Debit,4049537564126777,12/2019,952,YES,1,1848,11/2019,2019,No
1849,0,Visa,Credit,4868636850065871,04/2023,143,YES,2,1849,02/2020,2020,No
1850,0,Mastercard,Debit,5751825449090351,10/2018,741,YES,1,1850,06/2006,2015,No
1851,0,Amex,Credit,361343872480844,09/2010,837,YES,2,1851,02/2010,2012,No
1851,1,Visa,Debit,4770207045170231,11/2022,959,NO,2,1851,01/2010,2010,No
1852,0,Visa,Credit,4906330160441425,06/2021,740,NO,1,1852,04/2007,2011,No
1852,1,Mastercard,Debit (Prepaid),5018139436441141,11/2022,978,YES,1,1852,04/2008,2011,No
1852,2,Mastercard,Debit (Prepaid),5560959222277430,08/2007,327,YES,2,1852,07/2000,2013,No
1852,3,Mastercard,Debit,5660745375245497,07/2022,27,YES,1,1852,02/2002,2005,No
1852,4,Visa,Credit,4424092813863775,07/2024,996,NO,2,1852,04/2005,2006,No
1853,0,Mastercard,Debit,5500745251339739,12/2021,290,YES,2,1853,02/2007,2014,No
1853,1,Amex,Credit,312560176162838,02/2020,667,YES,1,1853,12/2019,2019,No
1853,2,Visa,Debit,4026064532527532,04/2018,850,NO,1,1853,12/2003,2010,No
1854,0,Mastercard,Debit,5733951015747886,08/2021,629,NO,1,1854,03/2006,2018,No
1854,1,Mastercard,Debit (Prepaid),5358041053681348,10/2021,787,YES,1,1854,09/2002,2012,No
1854,2,Visa,Debit,4466987531926977,04/2024,542,YES,3,1854,03/2010,2014,No
1855,0,Mastercard,Credit,5867727546265982,10/2010,868,YES,2,1855,05/2010,2010,No
1855,1,Visa,Debit (Prepaid),4021365419633529,04/2024,489,YES,2,1855,09/2009,2009,No
1855,2,Mastercard,Debit (Prepaid),5451240838028180,07/2023,89,YES,2,1855,07/2009,2016,No
1855,3,Mastercard,Debit,5524375174709990,04/2020,727,NO,2,1855,07/2010,2015,No
1856,0,Mastercard,Debit,5184750031787695,05/2024,395,YES,1,1856,01/2020,2020,No
1856,1,Visa,Debit,4414457303374738,03/2024,962,YES,1,1856,03/2011,2011,No
1856,2,Visa,Debit,4622792344518889,05/2020,682,NO,1,1856,07/2014,2014,No
1856,3,Mastercard,Debit,5288684620224628,02/2020,742,YES,1,1856,03/2018,2018,No
1856,4,Visa,Credit,4446204059905464,11/2020,745,YES,1,1856,01/2008,2008,No
1856,5,Discover,Credit,6459832607723477,03/2021,613,YES,2,1856,06/2011,2011,No
1856,6,Mastercard,Debit,5116412114054866,01/2021,641,YES,1,1856,09/2019,2019,No
1857,0,Amex,Credit,361660199951264,02/2020,359,YES,2,1857,02/2020,2020,No
1857,1,Visa,Credit,4177943531666106,10/2024,935,YES,1,1857,01/2020,2020,No
1857,2,Mastercard,Debit (Prepaid),5274198815905606,01/2020,614,YES,1,1857,01/2020,2020,No
1857,3,Visa,Debit,4868987724427798,02/2020,851,YES,1,1857,01/2020,2020,No
1857,4,Mastercard,Debit,5979708797094587,02/2020,245,YES,1,1857,01/2020,2020,No
1858,0,Amex,Credit,321786749835899,03/2024,747,YES,2,1858,02/2020,2020,No
1858,1,Discover,Credit,6364215863625390,10/2023,14,YES,1,1858,04/2013,2013,No
1858,2,Mastercard,Debit,5690509651153906,05/2022,573,YES,2,1858,06/2016,2016,No
1858,3,Mastercard,Credit,5008598572977474,02/2020,232,YES,1,1858,01/2020,2020,No
1859,0,Mastercard,Debit,5578069135826637,07/2019,703,YES,1,1859,04/2017,2017,No
1859,1,Visa,Debit,4323438857314993,03/2022,40,YES,1,1859,06/2013,2013,No
1859,2,Mastercard,Debit,5075857376370680,02/2020,982,YES,1,1859,05/2014,2014,No
1859,3,Amex,Credit,322674119450622,08/2012,250,YES,1,1859,02/2010,2010,No
1859,4,Mastercard,Credit,5253140087088071,12/2020,945,YES,1,1859,01/2020,2020,No
1859,5,Visa,Debit,4565738687713649,03/2020,549,YES,1,1859,09/2002,2002,No
1859,6,Mastercard,Credit,5170430476017818,06/2023,817,YES,1,1859,08/2010,2013,No
1860,0,Visa,Credit,4941217468452968,03/2015,160,YES,2,1860,06/2010,2010,No
1860,1,Visa,Credit,4222423291346252,01/2021,67,YES,1,1860,06/2013,2013,No
1860,2,Mastercard,Credit,5451362125568437,03/2020,365,YES,1,1860,10/2010,2010,No
1860,3,Visa,Credit,4759687155885583,07/2016,34,NO,2,1860,12/2010,2011,No
1860,4,Visa,Debit,4680328184934192,12/2012,377,YES,1,1860,08/2008,2010,No
1861,0,Mastercard,Credit,5678554364408518,07/2017,255,YES,2,1861,01/2014,2014,No
1861,1,Mastercard,Debit,5622967893451771,10/2022,227,YES,2,1861,02/2020,2020,No
1861,2,Visa,Debit,4337361376136363,09/2011,943,YES,1,1861,04/2006,2009,No
1861,3,Mastercard,Debit,5291637236164085,06/2008,568,NO,1,1861,01/2007,2009,No
1862,0,Visa,Debit,4539775091869861,02/2021,740,YES,1,1862,04/2009,2012,No
1862,1,Amex,Credit,395311275502832,05/2022,56,YES,2,1862,10/2014,2014,No
1862,2,Mastercard,Debit,5733441683735973,02/2020,667,YES,2,1862,02/2020,2020,No
1863,0,Mastercard,Credit,5685035507383249,08/2017,135,YES,2,1863,09/2012,2012,No
1864,0,Discover,Credit,6596755789941875,11/2024,931,YES,2,1864,04/2013,2013,No
1864,1,Mastercard,Credit,5003485851351776,03/2011,861,NO,1,1864,12/2003,2012,No
1864,2,Mastercard,Debit (Prepaid),5164766009976950,09/2020,691,YES,2,1864,02/2009,2013,No
1865,0,Mastercard,Debit,5422341110559659,10/2021,939,YES,2,1865,01/2020,2020,No
1865,1,Visa,Credit,4415046745142821,06/2011,166,NO,1,1865,06/2007,2015,No
1865,2,Visa,Debit,4343665057958607,08/2021,665,YES,1,1865,07/2006,2013,No
1865,3,Visa,Debit,4452357307336469,07/2021,260,YES,1,1865,04/2008,2008,No
1865,4,Mastercard,Debit,5322921857948894,03/2022,534,YES,2,1865,03/2006,2010,No
1866,0,Mastercard,Debit,5241330528442158,07/2022,436,YES,1,1866,03/2008,2009,No
1866,1,Mastercard,Debit,5386540540263311,03/2024,26,YES,1,1866,09/2008,2011,No
1867,0,Mastercard,Credit,5512081974916797,10/2022,765,YES,2,1867,12/2015,2015,No
1867,1,Visa,Debit,4605950682175499,08/2020,517,YES,1,1867,12/2019,2019,No
1868,0,Mastercard,Debit,5902542975328331,12/2023,983,YES,1,1868,10/2009,2014,No
1868,1,Discover,Credit,6917280872761373,04/2020,315,YES,2,1868,08/2011,2011,No
1869,0,Mastercard,Debit,5576035087378479,05/2023,481,YES,2,1869,12/2007,2014,No
1869,1,Discover,Credit,6737538441360610,08/2024,595,YES,1,1869,02/2003,2007,No
1870,0,Visa,Debit,4044316472139410,12/2023,596,YES,2,1870,07/2000,2009,No
1871,0,Mastercard,Credit,5226870809361787,01/2020,75,YES,1,1871,01/2020,2020,No
1871,1,Mastercard,Credit,5067574894573935,09/2023,755,YES,2,1871,02/2020,2020,No
1871,2,Visa,Credit,4742301691992776,01/2022,16,YES,2,1871,01/2020,2020,No
1872,0,Visa,Debit,4414714260971092,09/2021,462,YES,1,1872,02/2020,2020,No
1872,1,Mastercard,Debit (Prepaid),5483078601827876,07/2023,594,YES,2,1872,01/2020,2020,No
1872,2,Visa,Debit (Prepaid),4749171976917258,01/2020,187,YES,1,1872,01/2020,2020,No
1873,0,Mastercard,Credit,5994692166168768,03/2020,708,YES,2,1873,02/2020,2020,No
1874,0,Visa,Credit,4187289847634833,04/2021,798,NO,2,1874,12/2013,2013,No
1874,1,Visa,Debit,4145423192370462,02/2021,398,NO,1,1874,06/2013,2013,No
1875,0,Discover,Credit,6514958752973692,11/2012,261,NO,1,1875,08/2008,2009,No
1875,1,Mastercard,Debit,5648870697869377,02/2020,686,YES,2,1875,02/2020,2020,No
1876,0,Mastercard,Credit,5191615123045322,11/2020,485,YES,1,1876,06/2005,2011,No
1876,1,Mastercard,Debit,5458954548704072,07/2024,47,YES,1,1876,06/2015,2015,No
1876,2,Mastercard,Debit,5077942665919872,08/2023,127,NO,2,1876,04/2008,2011,No
1876,3,Mastercard,Debit,5617443939610345,08/2024,813,YES,2,1876,12/2012,2012,No
1876,4,Visa,Credit,4809764397537147,12/2013,939,YES,1,1876,05/2006,2012,No
1877,0,Mastercard,Debit,5401966281135701,02/2023,737,YES,2,1877,05/2014,2014,No
1877,1,Visa,Credit,4142618269549473,12/2022,716,YES,1,1877,09/2010,2016,No
1878,0,Mastercard,Debit,5141201123047050,10/2023,639,NO,1,1878,01/2020,2020,No
1878,1,Visa,Credit,4562385865984516,06/2023,2,YES,1,1878,02/2020,2020,No
1879,0,Mastercard,Debit,5505033368140306,10/2023,281,YES,1,1879,02/2020,2020,No
1879,1,Visa,Credit,4393681534654146,02/2020,748,YES,2,1879,01/2020,2020,No
1879,2,Visa,Debit,4454771454125736,10/2024,884,YES,1,1879,01/2020,2020,No
1880,0,Mastercard,Credit,5696485046042913,02/2024,764,YES,1,1880,05/2007,2007,No
1880,1,Mastercard,Debit,5545483213832558,06/2020,645,NO,1,1880,09/2006,2015,No
1880,2,Visa,Debit,4353181605005049,02/2021,19,YES,2,1880,08/2010,2010,No
1880,3,Amex,Credit,309385388804488,01/2024,251,YES,1,1880,05/2010,2010,No
1880,4,Mastercard,Debit (Prepaid),5331189129913282,10/2020,359,YES,1,1880,06/2019,2019,No
1880,5,Visa,Credit,4119849353170305,02/2020,170,YES,2,1880,08/2003,2015,No
1880,6,Mastercard,Debit,5676028749684108,01/2022,678,YES,2,1880,04/2006,2015,No
1880,7,Mastercard,Debit,5270284172540389,05/2024,714,YES,3,1880,07/2011,2011,No
1881,0,Mastercard,Credit,5819630613408765,03/2023,727,YES,2,1881,05/2008,2014,No
1881,1,Mastercard,Debit,5980129246400404,02/2024,42,YES,2,1881,01/2008,2014,No
1881,2,Visa,Debit (Prepaid),4881855799456128,02/2022,637,YES,1,1881,06/2009,2012,No
1882,0,Mastercard,Credit,5268892141706910,03/2023,905,YES,1,1882,05/2006,2009,No
1882,1,Mastercard,Credit,5634102457746992,02/2020,250,YES,1,1882,06/2008,2009,No
1882,2,Mastercard,Debit,5340780229634197,07/2023,257,YES,1,1882,04/2010,2010,No
1883,0,Amex,Credit,386478516235378,03/2024,172,NO,2,1883,01/2009,2009,No
1883,1,Visa,Debit,4330882727770787,10/2019,22,YES,1,1883,02/2018,2018,No
1883,2,Visa,Credit,4724864981660920,08/2024,403,NO,1,1883,06/2010,2013,No
1883,3,Visa,Debit,4561951091545890,08/2022,691,YES,1,1883,06/2006,2011,No
1884,0,Visa,Credit,4417109828447309,05/2002,812,YES,2,1884,03/1999,2013,No
1884,1,Mastercard,Debit,5418111837859479,05/2022,529,YES,2,1884,07/2004,2012,No
1884,2,Mastercard,Debit,5864938158181063,03/2012,438,YES,2,1884,03/2009,2009,No
1884,3,Mastercard,Debit,5565412921641370,09/2024,992,YES,1,1884,05/2011,2011,No
1885,0,Mastercard,Credit,5333842700329565,04/2018,191,YES,2,1885,03/2004,2010,No
1885,1,Visa,Debit,4906021631955321,01/2024,889,YES,2,1885,01/2006,2014,No
1885,2,Mastercard,Debit,5260501863539748,10/2023,797,NO,2,1885,02/2005,2013,No
1885,3,Mastercard,Debit,5948253675276941,11/2021,348,YES,2,1885,09/2004,2011,No
1885,4,Mastercard,Debit,5510063639324759,06/2012,587,YES,2,1885,06/2005,2010,No
1886,0,Visa,Credit,4359575208295254,09/2022,939,YES,1,1886,08/2008,2012,No
1886,1,Visa,Credit,4835239816888340,04/2015,368,YES,2,1886,08/2014,2014,No
1886,2,Visa,Credit,4754007965044975,01/2021,604,YES,1,1886,06/2009,2013,No
1886,3,Amex,Credit,327833439977815,06/2012,215,YES,2,1886,02/2007,2008,No
1886,4,Visa,Credit,4956654746579365,10/2023,15,YES,2,1886,04/2005,2014,No
1887,0,Mastercard,Debit,5677315632040269,01/2020,927,YES,1,1887,06/2018,2018,No
1887,1,Mastercard,Debit (Prepaid),5658794762166757,03/2023,663,YES,1,1887,11/2000,2010,No
1887,2,Visa,Debit,4788096167141165,01/2024,88,YES,1,1887,05/2009,2009,No
1887,3,Visa,Debit,4032385619436581,03/2022,88,YES,2,1887,11/2016,2016,No
1888,0,Mastercard,Debit,5809446324429038,09/2020,480,YES,1,1888,06/2002,2008,No
1889,0,Visa,Debit,4967614598666288,12/2020,790,YES,2,1889,10/2014,2014,No
1889,1,Amex,Credit,304727353948890,07/2022,930,YES,1,1889,03/2001,2014,No
1889,2,Mastercard,Debit,5293034450657206,09/2021,829,YES,1,1889,07/2010,2012,No
1889,3,Mastercard,Debit,5908634356288234,12/2020,276,YES,2,1889,10/2009,2011,No
1889,4,Mastercard,Debit (Prepaid),5295399317930837,12/2015,543,YES,2,1889,03/2005,2007,No
1889,5,Visa,Debit,4925352341824320,09/2023,570,YES,2,1889,06/2007,2019,No
1890,0,Visa,Debit,4015359680044238,10/2021,867,YES,1,1890,08/2008,2008,No
1890,1,Amex,Credit,361232830727034,08/2022,626,YES,1,1890,06/2005,2005,No
1890,2,Visa,Debit,4029109059179282,08/2024,637,YES,2,1890,07/2008,2014,No
1891,0,Mastercard,Debit,5084129042406429,05/2022,379,YES,2,1891,07/2013,2013,No
1891,1,Mastercard,Debit,5171925674822493,08/2023,349,YES,1,1891,12/2013,2013,No
1891,2,Mastercard,Credit,5417194878972795,04/2021,638,YES,2,1891,03/2005,2019,No
1892,0,Mastercard,Debit,5637089823683604,01/2023,543,YES,2,1892,01/2020,2020,No
1892,1,Mastercard,Debit,5024262627226050,03/2020,539,YES,1,1892,01/2020,2020,No
1893,0,Mastercard,Debit,5997533760937121,09/2013,563,YES,2,1893,12/2009,2015,No
1893,1,Mastercard,Debit,5658918047471971,03/2024,179,YES,2,1893,05/2002,2014,No
1894,0,Mastercard,Credit,5693300103257697,10/2009,646,YES,1,1894,11/2005,2006,No
1894,1,Visa,Debit,4085525339324208,09/2023,988,YES,1,1894,08/2010,2010,No
1894,2,Mastercard,Debit,5364261943325012,06/2022,255,YES,1,1894,09/2001,2013,No
1894,3,Mastercard,Debit,5164138227100839,07/2022,553,YES,1,1894,05/2001,2012,No
1894,4,Mastercard,Debit,5093862705639584,05/2008,697,YES,2,1894,07/2006,2007,No
1894,5,Mastercard,Credit,5317076130104741,05/2022,81,YES,1,1894,01/2020,2020,No
1894,6,Amex,Credit,354553734129805,02/2024,512,NO,1,1894,04/2009,2010,No
1895,0,Mastercard,Debit,5588241759620390,08/2022,902,YES,1,1895,08/2004,2010,No
1895,1,Mastercard,Debit,5077019023912414,02/2022,452,NO,2,1895,01/2020,2020,No
1895,2,Amex,Credit,331661418672228,02/2020,340,YES,2,1895,05/2007,2013,No
1895,3,Mastercard,Debit (Prepaid),5003507127783509,01/2011,406,YES,2,1895,09/2008,2012,No
1895,4,Mastercard,Debit,5485919338552938,11/2021,934,YES,1,1895,05/2006,2013,No
1895,5,Amex,Credit,310908674378136,02/2021,334,YES,2,1895,10/2007,2008,No
1896,0,Amex,Credit,348934344491613,04/2005,705,YES,2,1896,04/2004,2010,No
1896,1,Amex,Credit,352221649550364,10/2024,412,YES,2,1896,06/2001,2006,No
1896,2,Mastercard,Debit (Prepaid),5900191366508128,08/2018,94,YES,2,1896,01/2008,2011,No
1897,0,Mastercard,Credit,5997676532243287,08/2020,937,YES,2,1897,12/2001,2013,No
1897,1,Visa,Credit,4975397225900594,10/2022,633,YES,2,1897,03/2010,2010,No
1897,2,Visa,Debit,4554612997314669,10/2020,551,YES,1,1897,02/2020,2020,No
1897,3,Mastercard,Debit,5186294128669152,06/2023,648,YES,1,1897,01/2009,2011,No
1898,0,Visa,Debit,4245753102284802,02/2020,47,YES,2,1898,10/2008,2015,No
1898,1,Visa,Debit,4849801141196819,01/2021,469,YES,2,1898,02/2004,2017,No
1899,0,Visa,Credit,4750738672953674,03/2022,97,YES,1,1899,02/2020,2020,No
1899,1,Mastercard,Debit,5317755409759521,06/2020,472,YES,1,1899,01/2020,2020,No
1900,0,Amex,Credit,394462670377525,05/2018,988,YES,1,1900,12/2005,2016,No
1900,1,Mastercard,Debit,5455692825493528,05/2024,886,YES,2,1900,11/2010,2010,No
1900,2,Visa,Credit,4702160782866812,07/2022,32,YES,1,1900,05/2015,2015,No
1900,3,Visa,Debit,4702909631016695,08/2024,296,YES,1,1900,02/2020,2020,No
1900,4,Visa,Debit,4777682501119860,03/2022,841,NO,2,1900,06/2017,2017,No
1900,5,Visa,Credit,4115517902859173,02/2020,685,YES,1,1900,01/2006,2018,No
1901,0,Discover,Credit,6057750888394995,10/2022,941,YES,2,1901,02/2020,2020,No
1901,1,Visa,Credit,4027267585799417,02/2020,614,YES,2,1901,08/2015,2015,No
1902,0,Visa,Debit,4308818013677927,02/2020,200,YES,1,1902,01/2020,2020,No
1902,1,Mastercard,Debit,5762905101107710,01/2024,55,YES,2,1902,01/2020,2020,No
1903,0,Mastercard,Credit,5654301247931831,10/2015,534,YES,1,1903,07/2001,2017,No
1903,1,Mastercard,Debit,5279944889030781,09/2007,556,YES,2,1903,09/2000,2008,No
1903,2,Mastercard,Debit,5603953556223249,07/2021,279,YES,2,1903,07/2011,2011,No
1903,3,Visa,Debit,4806234146608194,08/2020,750,YES,1,1903,06/2003,2012,No
1903,4,Mastercard,Debit,5124868578530623,05/2022,482,YES,1,1903,12/2006,2014,No
1904,0,Discover,Credit,6423896642709968,12/2024,893,YES,1,1904,12/2011,2011,No
1904,1,Mastercard,Debit,5831867303465557,07/2024,88,YES,2,1904,10/2001,2007,No
1904,2,Mastercard,Debit,5848792320156293,08/2020,354,YES,2,1904,01/2008,2010,No
1904,3,Amex,Credit,354174665165986,02/2023,490,YES,2,1904,06/2010,2010,No
1905,0,Mastercard,Credit,5648920659581656,03/2022,9,YES,2,1905,01/2020,2020,No
1905,1,Mastercard,Debit,5039518885202193,09/2022,731,NO,1,1905,08/2016,2016,No
1906,0,Visa,Debit,4258875940264453,04/2022,889,NO,1,1906,02/2020,2020,No
1906,1,Mastercard,Credit,5184235869070087,09/2023,200,YES,1,1906,01/2020,2020,No
1906,2,Mastercard,Debit (Prepaid),5922455636977986,09/2021,516,YES,1,1906,02/2020,2020,No
1907,0,Mastercard,Debit,5205146873846149,03/2020,412,YES,1,1907,01/2020,2020,No
1907,1,Mastercard,Debit,5271577810389285,11/2023,444,NO,2,1907,12/2010,2013,No
1907,2,Visa,Debit,4421074314274468,10/2015,365,YES,2,1907,05/2009,2013,No
1908,0,Visa,Credit,4765720927158180,06/2020,635,YES,1,1908,11/2008,2010,No
1908,1,Amex,Credit,323995995043195,03/2021,845,YES,2,1908,05/2013,2013,No
1908,2,Mastercard,Debit,5325429814066263,07/2024,405,YES,2,1908,08/2007,2010,No
1908,3,Visa,Credit,4827782115726481,07/2023,26,YES,2,1908,07/2005,2006,No
1909,0,Visa,Debit,4052223642085368,11/2020,695,YES,1,1909,04/2014,2014,No
1909,1,Mastercard,Debit,5043025719349382,10/2022,212,YES,2,1909,02/2020,2020,No
1909,2,Mastercard,Debit (Prepaid),5097177024373449,03/2020,487,YES,1,1909,09/2017,2017,No
1910,0,Mastercard,Debit,5129559258430452,02/2015,315,YES,2,1910,05/2010,2010,No
1910,1,Visa,Credit,4848478019868044,02/2020,877,YES,1,1910,01/2020,2020,No
1910,2,Mastercard,Credit,5273827620362753,12/2012,361,YES,1,1910,02/2010,2013,No
1911,0,Discover,Credit,6617667813539645,06/2022,357,YES,2,1911,02/2010,2015,No
1911,1,Visa,Debit,4735265751138652,08/2022,484,YES,1,1911,05/1997,2013,No
1911,2,Mastercard,Debit,5466783111172182,02/2024,259,YES,1,1911,08/1997,2015,No
1911,3,Discover,Credit,6286867412246582,02/2020,286,YES,2,1911,07/2008,2008,No
1911,4,Visa,Credit,4163142253525850,05/2024,949,YES,2,1911,01/2006,2015,No
1912,0,Mastercard,Debit (Prepaid),5809675483353806,04/2020,851,YES,1,1912,01/2020,2020,No
1912,1,Mastercard,Debit,5049740310754292,11/2024,203,NO,2,1912,01/2020,2020,No
1912,2,Mastercard,Debit,5586967087960864,07/2023,920,NO,1,1912,02/2020,2020,No
1912,3,Mastercard,Debit,5371618774432893,07/2017,17,YES,1,1912,05/2014,2014,No
